x,y,z
-0.41944,-3.70386,-3.48702
5.73753,-0.88318,11.07404
-12.88377,-11.77112,12.68221
-7.39429,-9.19293,5.05899
-5.67144,0.06564,-5.55251
8.1263,12.17467,-4.29702
-12.3696,-4.34418,-0.63038
9.64451,5.71742,-7.18802
-1.82702,-8.88432,0.43828
11.58443,8.60259,-4.16484
12.18499,1.6702,-11.80313
-0.44078,4.87093,-12.26134
10.46584,-9.06179,12.80872
-8.97446,4.80561,11.02592
-8.41939,-9.07455,-1.37646
-11.40492,7.88317,-11.77188
3.33931,-12.39278,0.76222
2.43721,4.70852,0.56484
9.7923,-5.79396,4.63978
1.83909,-0.91808,3.39017
-5.65125,2.45588,-11.37573
-7.1673,1.05646,10.8442
-3.05514,-12.95522,-12.44234
0.54009,-5.97946,0.25227
-9.93842,-7.32359,-7.51758
-11.97922,-1.88301,-3.02994
-12.03635,-3.91171,-6.52946
12.6578,-2.46174,-12.9337
-4.10723,-12.82414,-7.57905
-12.85674,1.21878,6.89211
12.66409,11.68691,-6.17544
2.78841,0.61824,0.11023
-12.12351,5.22127,10.02237
-12.38639,12.41177,5.10985
-5.85758,-5.53921,-1.47782
5.42858,-3.51175,-12.21625
7.16941,-5.77807,7.05195
-6.58434,7.46239,4.38497
4.06012,8.65648,11.69134
-8.8287,-10.77414,1.67962
3.52816,7.57984,2.71781
-7.4654,-4.05033,-10.42672
10.84196,-8.44057,2.32445
10.48436,-2.19409,-0.84165
1.28793,2.84194,3.8861
-11.68032,10.0606,-2.52963
9.14956,11.29561,2.76968
-3.08763,-6.63205,-5.56271
-6.35486,-1.10626,-11.85091
6.60295,7.6466,-3.89258
9.02477,4.73299,-2.70007
7.78001,2.01677,10.82332
3.69553,-7.73349,11.22584
-10.14444,2.45404,-12.63541
7.37166,12.22992,5.60785
6.32706,-10.36963,-5.44218
-3.53356,-11.54916,2.42677
-6.66606,6.96498,-4.27693
-10.02422,8.2939,3.83127
-8.31988,11.21585,8.01026
7.49459,-12.2005,8.97718
-1.94668,-1.88432,-6.20668
-4.8121,4.83628,2.04399
6.61194,6.17878,12.25052
-5.48902,-10.77589,-10.41546
3.22822,-8.36874,0.99082
-12.83885,8.12744,-7.87984
-9.76369,3.00813,7.98262
-2.4674,-9.34691,-8.10881
-6.37296,-8.03239,-4.47461
-8.04461,5.18487,-11.54267
-3.49851,8.70864,5.34194
-0.85524,1.18245,-12.12863
-12.05214,5.7184,-5.14484
6.39433,3.9223,-5.24371
-10.43766,12.95688,-4.78781
-2.42167,7.96843,1.81287
3.3446,-8.58061,-5.16876
-12.08058,-10.81728,-6.63584
