x,y,z
-0.96114,-2.91168,-2.98425
5.63689,-1.09712,11.77165
-12.48715,-10.66713,11.91169
-7.69095,-9.33377,6.06726
-5.40123,1.15285,-4.73316
8.71022,11.70107,-4.07061
-11.6467,-3.30423,0.05742
8.17095,7.10022,-7.19915
-1.92364,-8.10286,1.61368
11.34691,9.00282,-4.34795
12.89377,0.48528,-12.90079
-0.90457,5.99564,12.80564
9.76646,-8.19807,12.96512
-7.84986,4.51514,10.77568
-8.81449,-8.97844,-0.85938
-10.23995,8.42766,-11.84545
3.89656,-12.63214,0.76522
2.1311,4.41471,1.00971
9.09713,-5.8087,5.25208
2.05221,-1.26484,3.30117
-6.52768,2.14992,-11.75342
-6.25828,1.23891,10.41199
-3.68571,12.99445,12.94102
1.10763,-5.91191,0.04729
-10.26918,-6.63535,-7.70222
-11.87634,-2.33829,-3.91028
-12.98735,-4.54813,-7.05535
12.98793,-2.82794,-12.86162
-3.57921,-12.23573,-7.03358
11.57168,1.19232,6.11341
12.82928,11.6014,-6.09378
2.56444,-0.00607,-0.59573
-12.14022,5.88097,9.60184
-12.37645,12.93621,4.9605
-6.38079,-6.04309,-2.4759
5.73839,-4.47781,-12.3846
6.2144,-7.31476,7.26679
-6.48702,8.34161,4.5085
4.26626,8.49375,9.85398
-8.51637,-11.63005,1.80849
4.15207,6.89918,2.0519
-7.21688,-4.55991,-9.46833
10.65213,-9.20115,1.65869
11.72775,-1.1508,-0.85383
1.30306,2.34111,4.89778
-12.06495,10.27434,-1.54237
9.09925,10.66546,2.37513
-2.85174,-5.32166,-4.72386
-5.99205,-1.3102,-10.65066
6.50638,8.63696,-3.83927
8.88267,5.36747,-1.53755
8.2252,2.89106,10.56505
3.70599,-8.34803,10.97833
-10.10025,1.99272,12.50061
7.69922,11.22333,5.8844
7.7681,-10.80834,-5.82472
-3.93262,-11.40911,2.01373
-7.45308,6.86138,-4.50103
-10.05321,9.21142,4.87222
-8.55424,10.44491,7.51537
8.52815,-12.71388,10.62494
-2.50657,-0.74758,-5.81163
-4.61945,5.6189,3.37515
7.17408,6.19547,12.91847
-5.82212,-10.98906,-10.26089
3.38789,-8.82608,-0.00418
-12.91345,8.66866,-8.42726
-9.5779,2.62119,8.19499
-2.38582,-8.38873,-7.95103
-9.08766,-8.03306,-4.57469
-8.71276,5.46331,-10.34978
-2.47268,7.97355,5.42928
-0.76316,0.52523,-11.39857
12.15382,6.13856,-6.37455
7.37242,3.83706,-4.87712
-9.50034,12.61624,-5.59851
-3.34678,8.42019,1.58012
4.03123,-8.77446,-5.35218
-11.10411,-10.13873,-7.97302
10.59554,2.46391,0.59559
-11.12961,8.41708,-4.70397
-6.50287,11.26494,11.2566
