x,y,z
0.30703,-1.53994,-2.46917
5.07812,-1.74232,9.5252
11.58377,-11.17888,11.23615
-8.11959,-9.66795,5.79024
-4.86795,1.98807,-4.6737
9.66541,9.98441,-6.1809
-11.42681,-3.46867,-0.65711
8.62612,6.76562,-7.77014
-0.92195,-9.474,3.49121
12.59033,7.60129,-5.29836
-12.68203,0.31025,12.19293
1.16807,5.54951,-10.99067
11.5342,-6.62015,12.07183
-5.52057,4.85035,11.73423
-6.17711,-8.89497,-1.07528
-11.45133,9.2343,-12.76147
3.66612,-11.69724,0.59179
2.13726,3.86615,1.70177
10.81944,-5.24889,5.33466
2.26945,-1.17953,3.88279
-5.52021,2.6767,-11.53666
-5.91575,1.41784,11.2251
-3.90546,10.2208,12.66114
1.87972,-7.71789,-0.00697
-10.83592,-8.23735,-10.49316
-11.94838,-2.31821,-3.87383
-11.40821,-4.79249,-7.63468
12.26321,-3.23573,12.65734
-3.10809,-11.18673,-7.13492
11.76515,1.28377,5.91431
12.99342,11.73511,-5.7958
2.78382,0.28417,0.08207
-11.40123,4.94383,11.2038
-12.52981,-12.48902,4.79642
-5.90441,-5.07673,-2.53823
5.56304,-5.35367,-12.68032
4.63864,-7.24597,7.21304
-7.16986,9.05728,5.8084
5.494,8.62516,8.65044
-6.69678,-9.06422,2.3396
3.57769,7.61515,3.51841
-7.83573,-6.0946,-9.68781
9.21255,-8.37176,1.72992
11.56895,-1.82927,-1.20522
0.99509,2.17018,4.93052
-10.77767,9.29336,0.30377
9.22592,11.33558,0.72298
-2.28696,-4.82368,-4.97777
-4.77169,-2.50427,-9.05955
6.97117,9.15051,-3.69457
9.51683,6.5311,-4.3601
6.38319,2.61808,12.31889
2.95792,-8.46162,10.72327
-9.28753,2.30783,12.58193
7.67192,-12.98331,5.64407
7.0925,-12.66284,-6.40312
-4.05953,-11.22829,1.63342
-8.55302,6.99171,-5.02635
-10.7284,9.08169,4.19997
-10.12235,10.20084,9.28701
8.17547,12.93999,9.99396
-1.68975,0.18821,-5.20522
-5.06914,4.23037,3.71194
8.06965,5.31413,-12.6107
-5.1524,-11.96989,-11.84841
4.9516,-8.41862,1.40297
-11.3195,10.36022,-9.32904
-8.68298,4.46165,8.72799
-1.35951,-7.58933,-8.34179
-8.56086,-8.3388,-6.54299
-9.43541,5.31318,-11.76443
-3.98117,7.38954,5.96027
0.1969,1.62477,-11.93785
-12.76147,6.4888,-9.36184
8.93134,3.34086,-3.34741
-10.23786,-11.48456,-4.72037
-2.63693,7.39869,1.9966
3.11291,-8.34855,-6.247
-12.36841,-9.02221,-6.31282
10.3376,1.94807,-0.06804
-10.93952,9.52087,-3.28279
-7.21529,11.75293,11.21503
6.36662,9.45453,-8.28498
-6.06256,-1.86536,-5.52779
-5.91699,6.56481,-10.91021
-7.8434,-10.84767,11.59822
-9.64674,2.60599,-9.16995
-12.21944,2.26298,8.80954
6.17918,-11.48413,12.26394
-11.73195,-3.2849,5.46775
-1.64334,3.86123,2.03368
-4.87616,11.82878,-8.68913
5.58367,-9.66235,-2.09953
3.32574,-2.33808,12.47218
6.07506,5.86458,-1.83112
-1.51528,-7.19183,-11.7204
7.9968,-10.19379,-8.59063
11.50925,-1.56444,3.48879
8.43961,8.63267,10.50045
-1.88571,3.97422,-10.20332
-0.16565,-12.30339,0.31687
-10.93754,0.12736,5.12685
-3.15272,12.49261,-1.06412
-8.66841,-8.38803,9.42466
12.7005,-9.01806,4.83313
-7.03351,-6.20986,4.90517
6.06967,12.31629,-2.24124
-3.07754,-6.87755,4.82645
-4.03402,-0.96795,-12.45731
-8.07766,-5.83784,0.65139
-0.35859,10.26395,9.78269
11.8394,-9.15315,-9.33898
9.33649,-9.35274,-2.24125
8.73301,-4.43627,11.43688
10.07153,12.09467,-2.87845
4.65908,-4.76392,0.2746
-5.42571,-2.35274,4.1901
3.31632,-0.32349,-10.55742
-2.65097,8.57757,-9.32421
11.09963,7.73357,12.97322
12.51286,7.06629,4.7976
-6.04936,7.92417,2.56086
5.90424,2.48281,-0.31465
-0.43002,-4.43691,4.14227
-7.03108,-5.15878,9.2107
-11.12567,4.74287,-6.33277
-3.93293,10.32569,8.72717
2.5014,5.01925,-1.77097
12.71701,5.45518,-2.21488
-4.49521,4.47971,-0.18927
7.82831,5.48147,9.21327
-1.85403,-12.7856,-11.72571
5.66142,2.97813,-5.4336
-1.01605,9.53682,5.18355
11.17697,-5.24632,-1.32074
-8.32993,7.68091,11.75684
3.49391,-5.8485,3.55231
-0.32611,6.83339,7.75727
6.81851,-5.92489,4.04307
-12.58035,-6.02025,-4.08411
11.48843,6.48137,9.13991
-11.00297,0.01522,-0.67992
9.50428,-10.50069,-12.18566
-4.41017,11.07426,5.13814
3.60699,12.94754,4.98857
-10.3747,-6.03024,3.09616
-1.81244,-4.15849,12.56374
-11.40616,3.74464,5.7147
-5.91735,-10.78223,8.84449
9.67521,0.57964,-11.35138
-2.23904,6.31811,-2.04731
8.80574,-0.78212,7.68479
6.21182,2.85286,-9.34356
-4.68405,-9.02285,11.61218
-8.20759,1.92659,5.4417
12.33339,-9.48005,0.82878
-6.34896,0.64339,-7.81382
-2.56096,6.64898,-12.28216
-2.00507,4.04459,5.52226
-2.41624,2.19827,12.00774
2.12364,1.96509,-4.70505
-10.52973,-3.98808,-11.53486
2.19498,9.77379,6.64431
1.42081,5.85626,-5.328
-8.60161,-12.83911,4.07899
-10.65013,12.62515,11.6885
-5.03317,-11.05473,4.84243
12.51185,6.9687,1.3064
-9.26123,0.11865,-5.09082
1.09502,7.48263,0.64801
-1.53799,12.81704,7.31228
1.20073,-5.19177,-6.72166
-7.32518,-3.39589,12.2523
-5.79114,-0.42262,7.42215
5.00897,12.41865,8.48841
-5.40762,3.16055,7.77989
-1.75185,3.98989,-4.58535
-9.02554,7.34507,-8.78758
-10.69431,-11.70243,8.06128
-0.36125,1.97014,-1.10132
-0.56698,9.8428,-1.61134
9.5863,9.6836,7.01748
10.23639,-12.17391,3.2858
8.58369,-6.44063,-11.51072
0.32725,3.10771,9.35462
-7.87468,-0.47581,-11.16026
-3.12244,-12.91172,10.7988
-0.01722,9.48204,-12.28162
2.34791,11.72055,-1.50822
-5.26323,-5.97031,-6.83592
9.33424,5.02072,1.40041
11.14143,-12.23986,7.62121
-7.44082,4.21453,-6.75701
9.1846,-3.61122,1.603
6.01222,-0.13093,-7.03387
2.7366,1.22566,11.77641
12.90766,10.12958,6.99393
3.7583,3.43907,-11.49362
-11.22695,12.90238,1.20141
2.8543,10.65303,10.93548
6.26355,10.72834,11.86737
-11.19478,-9.66152,11.96648
-8.26383,3.21285,0.30711
4.55837,-4.07762,-6.38346
2.57304,-7.53498,-9.95504
12.80603,-8.68471,8.49461
-12.58669,-1.04278,-10.40867
8.33459,-3.96193,-7.28534
0.3752,6.40416,11.37856
-8.74235,-10.64396,-11.09906
7.64912,-11.5116,0.30452
8.19992,-2.60955,4.62477
-8.82363,-1.17026,2.16059
10.02836,-0.35677,11.12751
7.62445,-4.32276,8.23319
0.96752,-6.87865,6.63871
7.45342,-3.18725,-4.09684
-2.02264,-1.90466,6.09215
3.99984,7.49075,12.33203
-6.05124,7.30809,9.20365
1.45528,-12.43354,9.25652
-6.04323,-2.94784,0.38914
-7.55694,6.56419,-0.87245
8.50914,8.01023,3.63108
10.73432,-12.5924,-8.41124
-5.2331,-9.14583,-9.27027
5.41287,6.89305,-5.8715
-11.18782,-6.39874,10.90703
5.63519,-6.90465,-8.59339
3.21737,-4.88534,9.64796
-2.85709,5.09924,9.02273
3.96234,1.37334,7.07977
-8.91528,3.59643,-3.54194
-11.08524,-12.0115,-8.50125
-11.7669,-7.00545,-0.15903
3.07948,11.52358,-8.05018
-9.67363,5.95542,2.00638
-8.71481,-2.94183,-2.67283
2.03057,-1.47145,-6.00348
-2.85351,1.1528,8.58067
-0.41344,-3.8044,8.4081
1.29752,-3.89341,0.32696
9.71214,-2.95014,-11.09735
10.90813,-3.60676,-4.67587
-5.09585,8.92808,-1.95791
-7.24316,-12.62698,0.8422
1.79641,-10.60068,-2.62372
3.81936,10.6654,-11.26333
-4.21735,10.98082,-4.58648
-1.36201,11.7313,-8.00396
5.50983,-8.84529,-11.46258
4.92767,6.80489,-10.16488
4.49814,1.85213,3.55263
-6.7637,12.08962,7.53996
12.40954,-4.78351,2.14406
0.92732,-0.36675,7.60932
11.0654,8.9576,-9.57117
-8.22113,11.80749,-2.32313
-12.52635,2.43696,-3.78458
0.35695,12.92601,3.91985
-7.4608,-11.99679,-7.41244
-5.19342,1.19193,1.18713
2.51672,-9.9366,3.73577
11.94539,10.04916,3.05929
6.64997,-8.1208,11.44739
6.13676,5.99077,5.28534
-9.1145,-6.88353,-2.50988
5.80697,8.97839,0.69929
5.77768,9.94691,5.49637
-8.99632,0.3385,8.84735
12.82922,-11.79672,-11.29747
3.47047,-12.33256,-5.34579
1.28693,-5.88847,12.28104
4.69778,-2.86466,5.73665
0.76301,1.14596,-8.28205
-2.04214,7.97144,-5.5702
0.67049,-10.55626,-8.29437
-12.11368,2.84513,2.09493
-10.63336,-6.41167,6.97547
-5.4629,-11.22237,-3.64329
-4.46012,-8.03716,-4.19295
-3.84215,5.31146,-7.62134
-9.32901,10.53157,-6.56076
2.23876,-12.23846,-12.80022
-8.22749,5.79625,5.14755
-3.61544,-1.94906,-2.54798
1.20757,9.27163,-4.74334
-2.67556,-3.14205,1.25174
11.98027,9.28926,-1.94672
6.10964,12.18627,2.50117
-2.01061,-9.18845,-0.23237
-12.55389,-0.00319,-6.72517
-1.90004,-7.10072,10.30151
-10.27953,-9.59846,2.714
11.73746,-4.91374,9.04765
-4.92723,-5.30109,-11.68275
-5.81754,8.49705,-6.78205
5.15945,-0.06174,-3.15625
7.03077,12.29415,-10.40322
7.39665,2.05774,6.35136
-5.21879,5.66356,-4.10716
3.88138,4.00074,10.19181
2.51756,4.95149,6.45506
7.07409,-1.5227,-0.75319
7.69575,1.08719,2.4819
5.79387,-10.26734,8.54564
6.84946,-1.56642,12.6889
-8.57601,-2.8466,6.12159
3.75907,8.49622,-2.56309
-6.62692,0.06653,-2.39505
-0.64611,-1.62706,-10.54957
-9.68529,-10.60946,-1.16252
4.25487,-11.19292,-9.1072
10.21028,12.07315,-12.66641
-4.5135,-6.48233,1.18869
7.63972,-8.24269,-5.11438
-1.04163,-8.7825,-4.39102
0.11743,6.67014,3.89971
-12.53217,3.25376,-11.86541
5.75603,-3.26158,-9.50955
